,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_naira
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,130000.0
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,28800.0
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,32200.000000000004
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,78000.0
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,28908.4
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,105108.40000000001
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,31483.399999999998
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,32200.000000000004
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,64641.6
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,24700.0
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,155916.59999999998
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
629,0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,15466.6
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,60000.0
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,14108.4
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,61000.0
633,0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,0.0
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,55800.0
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,15850.0
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,52500.0
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,79375.0
639,0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,32200.000000000004
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,138600.0
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,55800.0
643,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,112991.6
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,38516.6
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,153458.40000000002
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,71000.0
648,0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,15100.0
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,15100.0
650,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,46000.0
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,16866.6
653,1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,15658.4
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,13500.0
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,147000.0
656,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,31000.0
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,226550.0
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,267300.0
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,51175.0
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,14991.6
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,15850.0
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,147000.0
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
667,0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
669,1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,104000.0
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,78000.0
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,104000.0
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,26000.0
674,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0.0
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,19683.399999999998
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,93800.0
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,1024658.4
680,0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,16274.999999999998
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,153458.40000000002
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,18450.0
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,93800.0
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,78000.0
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,83158.4
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,79375.0
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,20341.6
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,15591.6
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,422675.0
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,114000.0
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,26833.4
692,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,112991.6
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,53100.0
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,27000.0
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
697,1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,15466.6
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,221766.6
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,15300.0
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,455050.0
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,52575.0
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,28908.4
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,15483.4
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,15708.4
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,52000.0
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,27000.0
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,52575.0
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,303100.0
709,1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,30491.6
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,99008.4
711,0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,53100.0
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,104000.0
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,18966.6
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,15300.0
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,455050.0
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,21000.0
718,0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,31000.0
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,66000.0
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,14108.4
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,106200.0
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17325.0
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,42000.0
727,1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,15475.0
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,52000.0
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,15850.0
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,422675.0
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,37575.0
732,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0.0
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,32200.000000000004
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,68750.0
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1024658.4
738,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
739,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
740,1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,60000.0
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,157700.0
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,524750.0
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,32200.000000000004
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,15850.0
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,142000.0
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,40500.0
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,106200.0
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,46000.0
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,24950.0
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,19000.0
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,130000.0
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,29000.0
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,15591.6
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,23000.0
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,173000.0
760,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,29000.0
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,14250.0
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,14458.4
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,240000.0
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,155916.59999999998
766,0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,79200.0
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,15500.0
768,0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,48300.0
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,16725.0
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,19000.0
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,21000.0
773,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,46000.0
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,15500.0
776,0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,15500.0
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,24950.0
778,0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,15475.0
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,422675.0
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,14458.4
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,114000.0
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,60000.0
783,0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,46900.0
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,14100.0
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,14500.0
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,14991.6
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,58250.0
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,41150.0
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,158400.0
790,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,52000.0
792,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,139100.0
793,0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,61391.6
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,51858.4
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,17366.6
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,48300.0
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,52500.0
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,240000.0
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,17033.4
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,13950.0
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0.0
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,15550.0
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,106200.0
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,15775.0
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,48300.0
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,62550.0
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
815,0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True,0.0
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,15850.0
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,74008.4
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,12900.0
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,55800.0
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,187000.0
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,17325.0
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,0.0
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,24950.0
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,79375.0
825,0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,13900.0
826,0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True,112991.6
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,74008.4
828,1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,15500.0
829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,160000.0
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,28908.4
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,37500.0
832,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,16600.0
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,166316.6
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17325.0
837,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,112991.6
839,1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,59400.0
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,15850.0
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,62000.0
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,12875.0
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17325.0
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,15100.0
846,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,139100.0
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,15791.6
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,66000.0
849,1,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,178208.40000000002
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,62550.0
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,15550.0
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,30491.6
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,78800.0
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,52000.0
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,18700.0
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,329733.4
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,53100.0
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,38516.6
859,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,28216.6
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,23000.0
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,51858.4
863,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,139100.0
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,27716.6
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,100991.6
868,0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True,19000.0
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,22266.600000000002
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,105108.40000000001
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,10000.0
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,18000.0
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,48000.0
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,14450.0
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,19691.600000000002
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
878,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,166316.6
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,52000.0
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,21033.4
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,14100.0
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,58250.0
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,60000.0
888,0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False,46900.0
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,60000.0
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
